,left_context,right_context,value,Area,Theme Converted Areas,IGNORE_THIS,group,new_group,the_cutoff,SUMMARIZING_QUESTION,OVERALL PROGRESS,SUMMARIZING_RATIO,NUMBER OF ROWS,NUMBER UN-SUMMARIZED,,
15934,,,APPLICATION NAME,What You Do,What the Organization Does,,1001,,0.44,&&&,,,,,,
15935,,,Application Name,What You Do,What the Organization Does,,1001,,0.44,&&&,,,,,,
15937,,,Request Category,What You Do,What the Organization Does,,1003,,0.44,&&&,,,,,,
15938,Organization Information,,Category,Biographical and Organizational info,Organizational Biographical and General Information,,1003,,0.44,&&&,,,,,,
15939,,,Request Overview,What You Do,What the Organization Does,,1004,,0.44,&&&,,,,,,
15940,,,Summary of Request,What You Do,What the Organization Does,,1004,,0.44,&&&,,,,,,
15941,,,BRIEF SUMMARY OF REQUEST,What You Do,What the Organization Does,,1004,,0.44,&&&,,,,,,
15942,,Briefly describe your project,Request Summary,What You Do,What the Organization Does,,1004,,0.44,&&&,,,,,,
15943,,,Application Summary,What You Do,What the Organization Does,,1004,,0.44,&&&,,,,,,
15944,,,Short Request Summary,What You Do,What the Organization Does,,1004,,0.44,&&&,,,,,,
15945,,,SUMMARY,What You Do,What the Organization Does,,1005,,0.44,&&&,,,,,,
15946,,,Executive summary (no more than 500 words),What You Do,What the Organization Does,,1005,,0.44,&&&,,,,,,
15947,,,Executive summary,What You Do,What the Organization Does,,1005,,0.44,&&&,,,,,,
15948,,,Executive Summary,What You Do,What the Organization Does,,1005,,0.44,&&&,,,,,,
15949,,,BRIEF NEED STATEMENT,What You Do,What the Organization Does,,1006,,0.44,&&&,,,,,,
15950,,,"Brief Project
Summary",What You Do,What the Organization Does,,1006,,0.44,&&&,,,,,,
15951,,,PROBLEM STATEMENT,What You Do,What the Organization Does,,1007,,0.44,&&&,,,,,,
15952,,,Problem Statement,What You Do,What the Organization Does,,1007,,0.44,&&&,,,,,,
15955,,(one sentence),Purpose Statement of proposed project,What You Do,What the Organization Does,,1010,,0.44,&&&,,,,,,
15956,,,Purpose Statement,What You Do,What the Organization Does,,1010,,0.44,&&&,,,,,,
15959,,,Financial Need,Requested grant funding,Requested Grant Funding Related,,1013,,0.44,&&&,,,,,,
15960,,,FUNDS NEEDED,Requested grant funding,Requested Grant Funding Related,,1013,,0.44,&&&,,,,,,
15963,,,NAME,Biographical and Organizational info,Organizational Biographical and General Information,,1016,,0.44,&&&,,,,,,
15964,,,Name,Biographical and Organizational info,Organizational Biographical and General Information,,1016,,0.44,&&&,,,,,,
15965,,,Your Name,Biographical and Organizational info,Organizational Biographical and General Information,,1016,,0.44,&&&,,,,,,
15967,,,FULL NAME,Biographical and Organizational info,Organizational Biographical and General Information,,1018,,0.44,&&&,,,,,,
15968,,,Legal Name,Biographical and Organizational info,Organizational Biographical and General Information,,1018,,0.44,&&&,,,,,,
15969,,,Full Name,Biographical and Organizational info,Organizational Biographical and General Information,,1018,,0.44,&&&,,,,,,
15970,,,Last name,Biographical and Organizational info,Organizational Biographical and General Information,,1019,,0.44,&&&,,,,,,
15971,"CEO, PRESIDENT OR EXECUTIVE DIRECTOR OF ORGANIZATION",,Last Name,"Corporate Delegation and Oversight, Organizational Structure","Corporate Delegation and Oversight, Organizational Structure",,1019,,0.44,&&&,,,,,,
15972,,,LAST NAME,Biographical and Organizational info,Organizational Biographical and General Information,,1019,,0.44,&&&,,,,,,
15973,,,Surname,Biographical and Organizational info,Organizational Biographical and General Information,,1019,,0.44,&&&,,,,,,
15974,1. CONTACT INFORMATION a. Organisational Information,,First Name,Biographical and Organizational info,Organizational Biographical and General Information,,1020,,0.44,&&&,,,,,,
15975,,,Middle Name,Biographical and Organizational info,Organizational Biographical and General Information,,1020,,0.44,&&&,,,,,,
15976,"CEO, PRESIDENT OR EXECUTIVE DIRECTOR OF ORGANIZATION",,First Name,"Corporate Delegation and Oversight, Organizational Structure","Corporate Delegation and Oversight, Organizational Structure",,1020,,0.44,&&&,,,,,,
15977,,,FIRST NAME,Biographical and Organizational info,Organizational Biographical and General Information,,1020,,0.44,&&&,,,,,,
15978,,,Middle Initial,Biographical and Organizational info,Organizational Biographical and General Information,,1020,,0.44,&&&,,,,,,
15979,,,ED Middle Initial or Name,Biographical and Organizational info,Organizational Biographical and General Information,,1021,,0.44,&&&,,,,,,
15980,,,ED First Name,Biographical and Organizational info,Organizational Biographical and General Information,,1021,,0.44,&&&,,,,,,
15981,,,ED Last Name,Biographical and Organizational info,Organizational Biographical and General Information,,1021,,0.44,&&&,,,,,,
15982,,,Signee First Name,Biographical and Organizational info,Organizational Biographical and General Information,,1022,,0.44,&&&,,,,,,
15983,,,Signee Last Name,Biographical and Organizational info,Organizational Biographical and General Information,,1022,,0.44,&&&,,,,,,
15984,,,Signee Title,Biographical and Organizational info,Organizational Biographical and General Information,,1023,,0.44,&&&,,,,,,
15985,,,Signee Prefix,Biographical and Organizational info,Organizational Biographical and General Information,,1023,,0.44,&&&,,,,,,
15986,,,ED Title,Biographical and Organizational info,Organizational Biographical and General Information,,1024,,0.44,&&&,,,,,,
15987,Project Director,,Title:,"Corporate Delegation and Oversight, Organizational Structure","Corporate Delegation and Oversight, Organizational Structure",,1024,,0.44,&&&,,,,,,
15988,,,Job Title,Biographical and Organizational info,Organizational Biographical and General Information,,1024,,0.44,&&&,,,,,,
15989,,,Title,Biographical and Organizational info,Organizational Biographical and General Information,,1024,,0.44,&&&,,,,,,
15990,,,PROJECT NAME,What You Do,What the Organization Does,,1025,,0.44,&&&,,,,,,
15991,,,Name of Project,What You Do,What the Organization Does,,1025,,0.44,&&&,,,,,,
15992,,,Project Name,What You Do,What the Organization Does,,1025,,0.44,&&&,,,,,,
15993,,,Project Title,What You Do,What the Organization Does,,1026,,0.44,&&&,,,,,,
15994,,,PLEASE ENTER A PROJECT TITLE,What You Do,What the Organization Does,,1026,,0.44,&&&,,,,,,
15995,,,Project title,What You Do,What the Organization Does,,1026,,0.44,&&&,,,,,,
15996,,,Proposed Project Title,What You Do,What the Organization Does,,1026,,0.44,&&&,,,,,,
15997,,,PROJECT TITLE,What You Do,What the Organization Does,,1026,,0.44,&&&,,,,,,
15998,"Each ""Title"" in the drop-down menu can be used more than once if any of your financial documents listed above are separate files. The top of your screen will display a list of files you have properly uploaded for submission. The maximum size for all attachments combined is 25 MB. Please note that files with certain extensions (such as ""exe"", ""com"", ""vbs"", or ""bat"") cannot be uploaded. Title: Organization Previous Year Budget",,File Name,What You Do,What the Organization Does,,1027,,0.44,&&&,,,,,,
15999,,,PROGRAM NAME,What You Do,What the Organization Does,,1027,,0.44,&&&,,,,,,
16002,,,Name of project lead(s) from this entity,What You Do,What the Organization Does,,1030,,0.44,&&&,,,,,,
16003,,,Name of the entity,What You Do,What the Organization Does,,1030,,0.44,&&&,,,,,,
16004,,,Describe Your Project,What You Do,What the Organization Does,,1031,,0.44,&&&,,,,,,
16005,,,Please describe the Project,What You Do,What the Organization Does,,1031,,0.44,&&&,,,,,,
16006,,,Briefly describe your project,What You Do,What the Organization Does,,1031,,0.44,&&&,,,,,,
16008,,,Project Summary: What are you trying to accomplish,What You Do,What the Organization Does,,1033,,0.44,&&&,,,,,,
16009,,,PROJECT SUMMARY: WHAT ARE YOU TRYING TO ACCOMPLISH,What You Do,What the Organization Does,,1033,,0.44,&&&,,,,,,
16010,,,Project Summary,What You Do,What the Organization Does,,1034,,0.44,&&&,,,,,,
16011,,,BRIEF PROJECT SUMMARY,What You Do,What the Organization Does,,1034,,0.44,&&&,,,,,,
16012,,,Brief project summary,What You Do,What the Organization Does,,1034,,0.44,&&&,,,,,,
16013,,,Description of proposed program / project,What You Do,What the Organization Does,,1035,,0.44,&&&,,,,,,
16014,,,PROJECT DESCRIPTION,What You Do,What the Organization Does,,1035,,0.44,&&&,,,,,,
16015,,,DETAILED PROJECT DESCRIPTION,What You Do,What the Organization Does,,1035,,0.44,&&&,,,,,,
16016,,,Project Summary Description,What You Do,What the Organization Does,,1035,,0.44,&&&,,,,,,
16017,,,Project Description,What You Do,What the Organization Does,,1035,,0.44,&&&,,,,,,
16018,,,Project Description and Purpose,What You Do,What the Organization Does,,1035,,0.44,&&&,,,,,,
16019,,,Brief Project Description,What You Do,What the Organization Does,,1035,,0.44,&&&,,,,,,
16020,,,DESCRIBE THE PROJECT’S DELIVERABLES,What You Do,What the Organization Does,,1036,,0.44,&&&,,,,,,
16021,,,List the results of the projects,What You Do,What the Organization Does,,1036,,0.44,&&&,,,,,,
16022,,,Project Outcomes,What You Do,What the Organization Does,,1037,,0.44,&&&,,,,,,
16023,,,Project Evaluation and Outcomes,What You Do,What the Organization Does,,1037,,0.44,&&&,,,,,,
16025,,,Project Staff,Biographical and Organizational info,Organizational Biographical and General Information,,1039,,0.44,&&&,,,,,,
16026,,,Project Team,Biographical and Organizational info,Organizational Biographical and General Information,,1039,,0.44,&&&,,,,,,
16028,,,PROJECT INCOME,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1041,,0.44,&&&,,,,,,
16029,,,Project Income,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1041,,0.44,&&&,,,,,,
16030,,,Project Activity,What You Do,What the Organization Does,,1042,,0.44,&&&,,,,,,
16031,,,Project Category,What You Do,What the Organization Does,,1042,,0.44,&&&,,,,,,
16033,,,"Project Director
Name",Biographical and Organizational info,Organizational Biographical and General Information,,1044,,0.44,&&&,,,,,,
16034,,,"Project Proposal
Narrative",What You Do,What the Organization Does,,1044,,0.44,&&&,,,,,,
16035,,,Project Name/Description/Objectives,What You Do,What the Organization Does,,1044,,0.44,&&&,,,,,,
16037,,,PROJECT INFORMATION,What You Do,What the Organization Does,,1046,,0.44,&&&,,,,,,
16038,PROGRAM DETAILS,,Project Information,What You Do,What the Organization Does,,1046,,0.44,&&&,,,,,,
16039,,,Project Details,What You Do,What the Organization Does,,1046,,0.44,&&&,,,,,,
16041,,,Project Lead Email,Biographical and Organizational info,Organizational Biographical and General Information,,1048,,0.44,&&&,,,,,,
16042,,,Email of project lead(s),Biographical and Organizational info,Organizational Biographical and General Information,,1048,,0.44,&&&,,,,,,
16043,,,Project Lead(s),Biographical and Organizational info,Organizational Biographical and General Information,,1049,,0.44,&&&,,,,,,
16044,,,Phone of project lead(s),Biographical and Organizational info,Organizational Biographical and General Information,,1049,,0.44,&&&,,,,,,
16045,,,Project Lead Title,Biographical and Organizational info,Organizational Biographical and General Information,,1050,,0.44,&&&,,,,,,
16046,,,Job title of project lead(s,Biographical and Organizational info,Organizational Biographical and General Information,,1050,,0.44,&&&,,,,,,
16047,,,Job title of project lead(s),Biographical and Organizational info,Organizational Biographical and General Information,,1050,,0.44,&&&,,,,,,
16048,,,Project Lead Name,Biographical and Organizational info,Organizational Biographical and General Information,,1051,,0.44,&&&,,,,,,
16049,,,Project Lead Last Name,Biographical and Organizational info,Organizational Biographical and General Information,,1051,,0.44,&&&,,,,,,
16050,,,Project Lead First Name,Biographical and Organizational info,Organizational Biographical and General Information,,1051,,0.44,&&&,,,,,,
16051,,,PROJECT MANAGER’S NAME,Biographical and Organizational info,Organizational Biographical and General Information,,1051,,0.44,&&&,,,,,,
16052,,,Name of Project Director/Principal Investigator,Biographical and Organizational info,Organizational Biographical and General Information,,1052,,0.44,&&&,,,,,,
